Group_id,Members,Glossary,original,text,default_combine,nectec_combine,string_combine,filename,sentence_num
00223959,behind|behindhand|in_arrears,"in debt; ""he fell behind with his mortgage payments""; ""a month behind in the rent""; ""a company that has been run behindhand for years""; ""in arrears with their utility bills""","00223959 02 r 03 behind 2 behindhand 0 in_arrears 0 000 | in debt; ""he fell behind with his mortgage payments""; ""a month behind in the rent""; ""a company that has been run behindhand for years""; ""in arrears with their utility bills""  ","['ช้า ', 'ซ่อนเร้นอยู่ภายใน', 'ข้างหลัง', 'สนับสนุน', 'เหตุการณ์ที่ผ่านมาแล้ว', 'ชักช้า', ' เกินกำหนด', 'ที่เหลืออยู่', 'ล้าหลังกว่า', 'ค้างชำระเงิน', 'ที่ค้างชำระเงิน']",['ช้า/VV/O  /PU/O|ซ่อน/VV/B_ORG เร้น/NN/O อยู่/VV/O ภายใน/PS/O|ข้าง/NN/O หลัง/NU/O|สนับสนุน/VV/B_ORG|เหตุการณ์/NN/O ที่/CC/O ผ่าน/VV/O มา/AV/O แล้ว/AX/O|ชักช้า/VV/B_ORG| /PU/B_PER เกิน/VV/O กำหนด/VV/O|ที่/CC/B_PER เหลือ/VV/O อยู่/AX/O|ล้า/VV/B_PER หลัง/NN/O กว่า/AV/O|ค้าง/VV/B_PER ชำระ/VV/O เงิน/NN/O|ที่/CC/B_ORG ค้าง/VV/O ชำระ/VV/O เงิน/NN/O'],"['ช้า/VV/O| /PU/O', 'ซ่อน/VV/B_ORG|เร้น/NN/O|อยู่/VV/O|ภายใน/PS/O', 'ข้าง/NN/O|หลัง/NU/O', 'สนับสนุน/VV/B_ORG', 'เหตุการณ์/NN/O|ที่/CC/O|ผ่าน/VV/O|มา/AV/O|แล้ว/AX/O', 'ชักช้า/VV/B_ORG', ' /PU/B_PER|เกิน/VV/O|กำหนด/VV/O', 'ที่/CC/B_PER|เหลือ/VV/O|อยู่/AX/O', 'ล้า/VV/B_PER|หลัง/NN/O|กว่า/AV/O', 'ค้าง/VV/B_PER|ชำระ/VV/O|เงิน/NN/O', 'ที่/CC/B_ORG|ค้าง/VV/O|ชำระ/VV/O|เงิน/NN/O']",ช้า/VV/O  /PU/O|ซ่อน/VV/B_ORG เร้น/NN/O อยู่/VV/O ภายใน/PS/O|ข้าง/NN/O หลัง/NU/O|สนับสนุน/VV/B_ORG|เหตุการณ์/NN/O ที่/CC/O ผ่าน/VV/O มา/AV/O แล้ว/AX/O|ชักช้า/VV/B_ORG| /PU/B_PER เกิน/VV/O กำหนด/VV/O|ที่/CC/B_PER เหลือ/VV/O อยู่/AX/O|ล้า/VV/B_PER หลัง/NN/O กว่า/AV/O|ค้าง/VV/B_PER ชำระ/VV/O เงิน/NN/O|ที่/CC/B_ORG ค้าง/VV/O ชำระ/VV/O เงิน/NN/O,TWN-adv-3626-Clean-Aug-2021,1508
00224193,behind,"in or into an inferior position; ""fell behind in his studies""; ""their business was lagging behind in the competition for customers""","00224193 02 r 01 behind 3 000 | in or into an inferior position; ""fell behind in his studies""; ""their business was lagging behind in the competition for customers""  ","['ช้า ', 'ซ่อนเร้นอยู่ภายใน', 'ข้างหลัง', 'สนับสนุน', 'เหตุการณ์ที่ผ่านมาแล้ว', 'ที่เหลืออยู่', 'ล้าหลังกว่า', 'ที่ค้างชำระเงิน']",['ช้า/VV/O  /PU/O|ซ่อน/VV/B_ORG เร้น/NN/O อยู่/VV/O ภายใน/PS/O|ข้าง/NN/O หลัง/NU/O|สนับสนุน/VV/B_ORG|เหตุการณ์/NN/O ที่/CC/O ผ่าน/VV/O มา/AV/O แล้ว/AX/O|ที่/CC/B_PER เหลือ/VV/O อยู่/AX/O|ล้า/VV/B_PER หลัง/NN/O กว่า/AV/O|ที่/CC/B_ORG ค้าง/VV/O ชำระ/VV/O เงิน/NN/O'],"['ช้า/VV/O| /PU/O', 'ซ่อน/VV/B_ORG|เร้น/NN/O|อยู่/VV/O|ภายใน/PS/O', 'ข้าง/NN/O|หลัง/NU/O', 'สนับสนุน/VV/B_ORG', 'เหตุการณ์/NN/O|ที่/CC/O|ผ่าน/VV/O|มา/AV/O|แล้ว/AX/O', 'ที่/CC/B_PER|เหลือ/VV/O|อยู่/AX/O', 'ล้า/VV/B_PER|หลัง/NN/O|กว่า/AV/O', 'ที่/CC/B_ORG|ค้าง/VV/O|ชำระ/VV/O|เงิน/NN/O']",ช้า/VV/O  /PU/O|ซ่อน/VV/B_ORG เร้น/NN/O อยู่/VV/O ภายใน/PS/O|ข้าง/NN/O หลัง/NU/O|สนับสนุน/VV/B_ORG|เหตุการณ์/NN/O ที่/CC/O ผ่าน/VV/O มา/AV/O แล้ว/AX/O|ที่/CC/B_PER เหลือ/VV/O อยู่/AX/O|ล้า/VV/B_PER หลัง/NN/O กว่า/AV/O|ที่/CC/B_ORG ค้าง/VV/O ชำระ/VV/O เงิน/NN/O,TWN-adv-3626-Clean-Aug-2021,1509
00224359,behind|slow,"of timepieces; ""the clock is almost an hour slow""; ""my watch is running behind""","00224359 02 r 02 behind 4 slow 1 000 | of timepieces; ""the clock is almost an hour slow""; ""my watch is running behind""  ","['ช้า', 'ใช้เวลานาน', 'ช้ากว่าเวลาจริง', 'ตามหลัง']",['ช้า/AV/B_ORG|ใช้/VV/B_PER เวลา/NN/O นาน/VV/O|ช้า/VV/O กว่า/AV/O เวลา/NN/O จริง/VV/O|ตาม/VV/O หลัง/NN/O'],"['ช้า/AV/B_ORG', 'ใช้/VV/B_PER|เวลา/NN/O|นาน/VV/O', 'ช้า/VV/O|กว่า/AV/O|เวลา/NN/O|จริง/VV/O', 'ตาม/VV/O|หลัง/NN/O']",ช้า/AV/B_ORG|ใช้/VV/B_PER เวลา/NN/O นาน/VV/O|ช้า/VV/O กว่า/AV/O เวลา/NN/O จริง/VV/O|ตาม/VV/O หลัง/NN/O,TWN-adv-3626-Clean-Aug-2021,1510
00224480,rightfully|truly,"by right; ""baseball rightfully is the nation's pastime""","00224480 02 r 02 rightfully 0 truly 1 002 \ 01410239 a 0201 \ 01410239 a 0103 | by right; ""baseball rightfully is the nation's pastime""  ","['อย่างถูกต้อง', 'อย่างแท้จริง', 'อย่างยุติธรรม']",['อย่าง/FX/O ถูกต้อง/VV/O|อย่าง/FX/O แท้จริง/VV/O|อย่าง/FX/O ยุติธรรม/VV/O'],"['อย่าง/FX/O|ถูกต้อง/VV/O', 'อย่าง/FX/O|แท้จริง/VV/O', 'อย่าง/FX/O|ยุติธรรม/VV/O']",อย่าง/FX/O ถูกต้อง/VV/O|อย่าง/FX/O แท้จริง/VV/O|อย่าง/FX/O ยุติธรรม/VV/O,TWN-adv-3626-Clean-Aug-2021,1511
00224618,in_one's_own_right|in_his_own_right|in_her_own_right|in_its_own_right,"by title vested in yourself or by virtue of qualifications that you have achieved; ""a peer in his own right""; ""a leading sports figure in his own right""; ""a fine opera in its own right""; ""she's a rich woman in her own right rather than by inheritance""; ""an excellent novel in its own right""","00224618 02 r 04 in_one's_own_right 0 in_his_own_right 0 in_her_own_right 0 in_its_own_right 0 000 | by title vested in yourself or by virtue of qualifications that you have achieved; ""a peer in his own right""; ""a leading sports figure in his own right""; ""a fine opera in its own right""; ""she's a rich woman in her own right rather than by inheritance""; ""an excellent novel in its own right""  ",['โดยตำแหน่งที่ตกเป็นของตัวเองหรือโดยอาศัยคุณสมบัติที่มี'],['โดย/CC/O ตำแหน่ง/NN/O ที่/CC/O ตก/VV/O เป็น/VV/O ของ/PS/O ตัวเอง/PR/O หรือ/CC/O โดย/CC/O อาศัย/VV/O คุณสมบัติ/NN/O ที่/CC/O มี/VV/O'],['โดย/CC/O|ตำแหน่ง/NN/O|ที่/CC/O|ตก/VV/O|เป็น/VV/O|ของ/PS/O|ตัวเอง/PR/O|หรือ/CC/O|โดย/CC/O|อาศัย/VV/O|คุณสมบัติ/NN/O|ที่/CC/O|มี/VV/O'],โดย/CC/O ตำแหน่ง/NN/O ที่/CC/O ตก/VV/O เป็น/VV/O ของ/PS/O ตัวเอง/PR/O หรือ/CC/O โดย/CC/O อาศัย/VV/O คุณสมบัติ/NN/O ที่/CC/O มี/VV/O,TWN-adv-3626-Clean-Aug-2021,1512
00225012,faithfully|dependably|reliably,"in a faithful manner; ""it always came on, faithfully, like the radio""","00225012 02 r 03 faithfully 0 dependably 0 reliably 0 006 ! 00225252 r 0303 \ 00727525 a 0301 ! 00225252 r 0202 \ 00727525 a 0202 ! 00225252 r 0101 \ 00962069 a 0101 | in a faithful manner; ""it always came on, faithfully, like the radio""  ","['อย่างน่าเชื่อถือ', 'อย่างศรัทธา']",['อย่าง/FX/O น่า/FX/O เชื่อถือ/VV/O|อย่าง/FX/O ศรัทธา/NN/O'],"['อย่าง/FX/O|น่า/FX/O|เชื่อถือ/VV/O', 'อย่าง/FX/O|ศรัทธา/NN/O']",อย่าง/FX/O น่า/FX/O เชื่อถือ/VV/O|อย่าง/FX/O ศรัทธา/NN/O,TWN-adv-3626-Clean-Aug-2021,1513
00225252,unfaithfully|undependably|unreliably,in an unfaithful undependable unreliable manner,00225252 02 r 03 unfaithfully 0 undependably 0 unreliably 0 006 ! 00225012 r 0303 \ 00728305 a 0301 ! 00225012 r 0202 \ 00728305 a 0202 ! 00225012 r 0101 \ 00962920 a 0101 | in an unfaithful undependable unreliable manner  ,"['อย่างไม่ศรัทธา', 'อย่างไม่น่าเชื่อถือ', 'อย่างไม่ถูกต้อง']",['อย่าง/FX/B_PER ไม่/NG/O ศรัทธา/VV/O|อย่าง/FX/O ไม่/NG/O น่า/FX/O เชื่อถือ/VV/O|อย่าง/FX/B_PER ไม่/NG/O ถูกต้อง/VV/O'],"['อย่าง/FX/B_PER|ไม่/NG/O|ศรัทธา/VV/O', 'อย่าง/FX/O|ไม่/NG/O|น่า/FX/O|เชื่อถือ/VV/O', 'อย่าง/FX/B_PER|ไม่/NG/O|ถูกต้อง/VV/O']",อย่าง/FX/B_PER ไม่/NG/O ศรัทธา/VV/O|อย่าง/FX/O ไม่/NG/O น่า/FX/O เชื่อถือ/VV/O|อย่าง/FX/B_PER ไม่/NG/O ถูกต้อง/VV/O,TWN-adv-3626-Clean-Aug-2021,1514
00225476,violently,"in a violent manner; ""they attacked violently""","00225476 02 r 01 violently 0 002 ! 00225596 r 0101 \ 02520937 a 0101 | in a violent manner; ""they attacked violently""  ",['อย่างรุนแรง'],['อย่าง/FX/O รุนแรง/VV/O'],['อย่าง/FX/O|รุนแรง/VV/O'],อย่าง/FX/O รุนแรง/VV/O,TWN-adv-3626-Clean-Aug-2021,1515
00225596,nonviolently,"without violence; ""the government was overthrown nonviolently, but the dictator was killed""","00225596 02 r 01 nonviolently 0 002 ! 00225476 r 0101 \ 02522980 a 0101 | without violence; ""the government was overthrown nonviolently, but the dictator was killed""  ",['อย่างไม่มีความรุนแรง'],['อย่าง/FX/O ไม่/NG/O มี/VV/O ความ/FX/O รุนแรง/VV/O'],['อย่าง/FX/O|ไม่/NG/O|มี/VV/O|ความ/FX/O|รุนแรง/VV/O'],อย่าง/FX/O ไม่/NG/O มี/VV/O ความ/FX/O รุนแรง/VV/O,TWN-adv-3626-Clean-Aug-2021,1516
00225764,furiously,"(of the elements) in a wild and stormy manner; ""winds were blowing furiously""","00225764 02 r 01 furiously 0 001 \ 00304943 a 0102 | (of the elements) in a wild and stormy manner; ""winds were blowing furiously""  ","['อย่างรุนแรง', 'อย่างคลั่ง']",['อย่าง/FX/O รุนแรง/VV/O|อย่าง/FX/O คลั่ง/VV/O'],"['อย่าง/FX/O|รุนแรง/VV/O', 'อย่าง/FX/O|คลั่ง/VV/O']",อย่าง/FX/O รุนแรง/VV/O|อย่าง/FX/O คลั่ง/VV/O,TWN-adv-3626-Clean-Aug-2021,1517
00225897,furiously,"in an impassioned or very angry manner; ""she screamed furiously at her tormentors""","00225897 02 r 01 furiously 1 001 \ 00115265 a 0103 | in an impassioned or very angry manner; ""she screamed furiously at her tormentors""  ",['ในลักษณะเร่าร้อนหรือโกรธมาก'],['ใน/PS/O ลักษณะ/NN/O เร่าร้อน/VV/O หรือ/CC/O โกรธ/VV/O มาก/VV/O'],['ใน/PS/O|ลักษณะ/NN/O|เร่าร้อน/VV/O|หรือ/CC/O|โกรธ/VV/O|มาก/VV/O'],ใน/PS/O ลักษณะ/NN/O เร่าร้อน/VV/O หรือ/CC/O โกรธ/VV/O มาก/VV/O,TWN-adv-3626-Clean-Aug-2021,1518
00226035,furiously,"in a manner marked by extreme or violent energy; ""the boys fought furiously""; ""she went peddling furiously up the narrow street""","00226035 02 r 01 furiously 2 001 \ 02521586 a 0103 | in a manner marked by extreme or violent energy; ""the boys fought furiously""; ""she went peddling furiously up the narrow street""  ",['ในลักษณะที่ใช้กำลังอย่างรุนแรงหรืออย่างหนัก'],['ใน/PS/O ลักษณะ/NN/O ที่/CC/O ใช้/VV/O กำลัง/NN/O อย่าง/FX/O รุนแรง/VV/O หรือ/CC/O อย่าง/FX/O หนัก/VV/O'],['ใน/PS/O|ลักษณะ/NN/O|ที่/CC/O|ใช้/VV/O|กำลัง/NN/O|อย่าง/FX/O|รุนแรง/VV/O|หรือ/CC/O|อย่าง/FX/O|หนัก/VV/O'],ใน/PS/O ลักษณะ/NN/O ที่/CC/O ใช้/VV/O กำลัง/NN/O อย่าง/FX/O รุนแรง/VV/O หรือ/CC/O อย่าง/FX/O หนัก/VV/O,TWN-adv-3626-Clean-Aug-2021,1519
00226219,up_and_down,"alternately upward and downward; ""he eyed him up and down""","00226219 02 r 01 up_and_down 3 000 | alternately upward and downward; ""he eyed him up and down""  ",['สลับขึ้นและลง'],['สลับ/VV/O ขึ้น/AV/O และ/CC/O ลง/VV/O'],['สลับ/VV/O|ขึ้น/AV/O|และ/CC/O|ลง/VV/O'],สลับ/VV/O ขึ้น/AV/O และ/CC/O ลง/VV/O,TWN-adv-3626-Clean-Aug-2021,1520
00226317,securely|firmly,"in a secure manner; in a manner free from danger; ""she held the child securely""","00226317 02 r 02 securely 0 firmly 3 001 \ 02102591 a 0101 | in a secure manner; in a manner free from danger; ""she held the child securely""  ","['อย่างหนักแน่น', 'อย่างปลอดภัย']",['อย่าง/FX/O หนักแน่น/VV/O|อย่าง/FX/O ปลอด/VV/O ภัย/NN/O'],"['อย่าง/FX/O|หนักแน่น/VV/O', 'อย่าง/FX/O|ปลอด/VV/O|ภัย/NN/O']",อย่าง/FX/O หนักแน่น/VV/O|อย่าง/FX/O ปลอด/VV/O ภัย/NN/O,TWN-adv-3626-Clean-Aug-2021,1521
00226460,wryly,"in a wry manner; ""`I see,' he commented wryly""","00226460 02 r 01 wryly 0 001 \ 01269202 a 0104 | in a wry manner; ""`I see,' he commented wryly""  ","['อย่างขบขันแกมเหน็บแนม', 'อย่างบิดเบี้ยว']",['อย่าง/FX/O ขบขัน/VV/O แกม/VV/O เหน็บ/VV/O แนม/NN/O|อย่าง/FX/B_PER บิด/VV/O เบี้ยว/VV/O'],"['อย่าง/FX/O|ขบขัน/VV/O|แกม/VV/O|เหน็บ/VV/O|แนม/NN/O', 'อย่าง/FX/B_PER|บิด/VV/O|เบี้ยว/VV/O']",อย่าง/FX/O ขบขัน/VV/O แกม/VV/O เหน็บ/VV/O แนม/NN/O|อย่าง/FX/B_PER บิด/VV/O เบี้ยว/VV/O,TWN-adv-3626-Clean-Aug-2021,1522
00226558,infinitely|endlessly,"continuing forever without end; ""there are infinitely many possibilities""","00226558 02 r 02 infinitely 0 endlessly 0 003 \ 01011536 a 0202 ! 00226736 r 0101 \ 01010943 a 0101 | continuing forever without end; ""there are infinitely many possibilities""  ",['อย่างไม่สิ้นสุด'],['อย่าง/FX/O ไม่/NG/O สิ้นสุด/VV/O'],['อย่าง/FX/O|ไม่/NG/O|สิ้นสุด/VV/O'],อย่าง/FX/O ไม่/NG/O สิ้นสุด/VV/O,TWN-adv-3626-Clean-Aug-2021,1523
00226736,finitely,"with a finite limit; ""there are finitely many solutions to this problem""","00226736 02 r 01 finitely 0 002 ! 00226558 r 0101 \ 01010155 a 0101 | with a finite limit; ""there are finitely many solutions to this problem""  ",['อย่างมีขอบเขต'],['อย่าง/FX/O มี/VV/O ขอบเขต/NN/O'],['อย่าง/FX/O|มี/VV/O|ขอบเขต/NN/O'],อย่าง/FX/O มี/VV/O ขอบเขต/NN/O,TWN-adv-3626-Clean-Aug-2021,1524
00226881,boundlessly|immeasurably|infinitely,"without bounds; ""he is infinitely wealthy""","00226881 02 r 03 boundlessly 0 immeasurably 1 infinitely 1 002 \ 01502441 a 0201 \ 01011246 a 0101 | without bounds; ""he is infinitely wealthy""  ",['อย่างไม่มีขอบเขต'],['อย่าง/FX/O ไม่/NG/O มี/VV/O ขอบเขต/NN/O'],['อย่าง/FX/O|ไม่/NG/O|มี/VV/O|ขอบเขต/NN/O'],อย่าง/FX/O ไม่/NG/O มี/VV/O ขอบเขต/NN/O,TWN-adv-3626-Clean-Aug-2021,1525
00227027,rigorously|strictly,"in a rigorous manner; ""he had been trained rigorously by the monks""","00227027 02 r 02 rigorously 0 strictly 1 002 \ 00918670 a 0202 \ 00918670 a 0101 | in a rigorous manner; ""he had been trained rigorously by the monks""  ","['อย่างเข้มงวด', 'อย่างเคร่งครัด', 'อย่างแท้จริง']",['อย่าง/FX/O เข้มงวด/VV/O|อย่าง/FX/O เคร่งครัด/VV/O|อย่าง/FX/O แท้จริง/VV/O'],"['อย่าง/FX/O|เข้มงวด/VV/O', 'อย่าง/FX/O|เคร่งครัด/VV/O', 'อย่าง/FX/O|แท้จริง/VV/O']",อย่าง/FX/O เข้มงวด/VV/O|อย่าง/FX/O เคร่งครัด/VV/O|อย่าง/FX/O แท้จริง/VV/O,TWN-adv-3626-Clean-Aug-2021,1526
00227180,plastically,"in a plastic manner; ""he used the clay plastically""","00227180 02 r 01 plastically 0 001 \ 00848000 a 0103 | in a plastic manner; ""he used the clay plastically""  ","['ในแบบพลาสติก, ในลักษณะที่เหมือนกับพลาสติก']","['ใน/PS/O แบบ/NN/O พลาสติก/NN/O ,/PU/O  /PU/O ใน/PS/O ลักษณะ/NN/O ที่/CC/O เหมือน/VV/O กับ/PS/O พลาสติก/NN/O']","['ใน/PS/O|แบบ/NN/O|พลาสติก/NN/O|,/PU/O| /PU/O|ใน/PS/O|ลักษณะ/NN/O|ที่/CC/O|เหมือน/VV/O|กับ/PS/O|พลาสติก/NN/O']","ใน/PS/O แบบ/NN/O พลาสติก/NN/O ,/PU/O  /PU/O ใน/PS/O ลักษณะ/NN/O ที่/CC/O เหมือน/VV/O กับ/PS/O พลาสติก/NN/O",TWN-adv-3626-Clean-Aug-2021,1527
00227289,boastfully|vauntingly|big|large,"in a boastful manner; ""he talked big all evening""","00227289 02 r 04 boastfully 0 vauntingly 0 big 0 large 2 001 \ 01896819 a 0101 | in a boastful manner; ""he talked big all evening""  ","['ประสบความสำเร็จ', 'โดยคุยโว', 'ขี้คุย', 'ใหญ่', 'เติบโตแล้ว', 'มีพลังมาก', 'มีชื่อ', 'ซึ่งโอ้อวด', 'ใจกว้าง', 'มีความสำคัญหรือมีอิทธิพล']",['ประสบ/VV/B_PER ความ/FX/O สำเร็จ/VV/O|โดย/CC/B_PER คุย/VV/O โว/VV/O|ขี้/VV/O คุย/VV/O|ใหญ่/VV/B_ORG|เติบโต/VV/O แล้ว/AX/O|มี/VV/B_PER พลัง/NN/O มาก/VV/O|มี/VV/O ชื่อ/NN/O|ซึ่ง/CC/B_PER โอ้/NN/O อวด/VV/O|ใจ/NN/O กว้าง/VV/O|มี/VV/O ความ/FX/O สำคัญ/VV/O หรือ/CC/O มี/VV/O อิทธิพล/NN/O'],"['ประสบ/VV/B_PER|ความ/FX/O|สำเร็จ/VV/O', 'โดย/CC/B_PER|คุย/VV/O|โว/VV/O', 'ขี้/VV/O|คุย/VV/O', 'ใหญ่/VV/B_ORG', 'เติบโต/VV/O|แล้ว/AX/O', 'มี/VV/B_PER|พลัง/NN/O|มาก/VV/O', 'มี/VV/O|ชื่อ/NN/O', 'ซึ่ง/CC/B_PER|โอ้/NN/O|อวด/VV/O', 'ใจ/NN/O|กว้าง/VV/O', 'มี/VV/O|ความ/FX/O|สำคัญ/VV/O|หรือ/CC/O|มี/VV/O|อิทธิพล/NN/O']",ประสบ/VV/B_PER ความ/FX/O สำเร็จ/VV/O|โดย/CC/B_PER คุย/VV/O โว/VV/O|ขี้/VV/O คุย/VV/O|ใหญ่/VV/B_ORG|เติบโต/VV/O แล้ว/AX/O|มี/VV/B_PER พลัง/NN/O มาก/VV/O|มี/VV/O ชื่อ/NN/O|ซึ่ง/CC/B_PER โอ้/NN/O อวด/VV/O|ใจ/NN/O กว้าง/VV/O|มี/VV/O ความ/FX/O สำคัญ/VV/O หรือ/CC/O มี/VV/O อิทธิพล/NN/O,TWN-adv-3626-Clean-Aug-2021,1528
00227422,big,"in a major way; ""the play failed big at the box office""","00227422 02 r 01 big 1 000 | in a major way; ""the play failed big at the box office""  ",['อย่างสำคัญ'],['อย่าง/FX/O สำคัญ/VV/O'],['อย่าง/FX/O|สำคัญ/VV/O'],อย่าง/FX/O สำคัญ/VV/O,TWN-adv-3626-Clean-Aug-2021,1529
00227509,big,"on a grand scale; ""think big""","00227509 02 r 01 big 2 001 ! 00227588 r 0101 | on a grand scale; ""think big""  ","['อย่างใหญ่', 'ในขนาดใหญ่']",['อย่าง/FX/O ใหญ่/VV/O|ใน/PS/O ขนาด/NN/O ใหญ่/VV/O'],"['อย่าง/FX/O|ใหญ่/VV/O', 'ใน/PS/O|ขนาด/NN/O|ใหญ่/VV/O']",อย่าง/FX/O ใหญ่/VV/O|ใน/PS/O ขนาด/NN/O ใหญ่/VV/O,TWN-adv-3626-Clean-Aug-2021,1530
00227588,small,"on a small scale; ""think small""","00227588 02 r 01 small 0 001 ! 00227509 r 0101 | on a small scale; ""think small""  ","['อย่างเล็ก', 'ในขนาดเล็ก']",['อย่าง/FX/O เล็ก/VV/O|ใน/PS/O ขนาด/NN/O เล็ก/VV/O'],"['อย่าง/FX/O|เล็ก/VV/O', 'ใน/PS/O|ขนาด/NN/O|เล็ก/VV/O']",อย่าง/FX/O เล็ก/VV/O|ใน/PS/O ขนาด/NN/O เล็ก/VV/O,TWN-adv-3626-Clean-Aug-2021,1531
00227671,big,"extremely well; ""his performance went over big""","00227671 02 r 01 big 3 000 | extremely well; ""his performance went over big""  ","['อย่างประสบความสำเร็จ', 'อย่างมาก']",['อย่าง/FX/O ประสบ/VV/O ความ/FX/O สำเร็จ/VV/O|อย่าง/FX/O มาก/VV/O'],"['อย่าง/FX/O|ประสบ/VV/O|ความ/FX/O|สำเร็จ/VV/O', 'อย่าง/FX/O|มาก/VV/O']",อย่าง/FX/O ประสบ/VV/O ความ/FX/O สำเร็จ/VV/O|อย่าง/FX/O มาก/VV/O,TWN-adv-3626-Clean-Aug-2021,1532
00227750,warily,"in a wary manner; ""the sailor watched the sky warily""","00227750 02 r 01 warily 0 002 \ 00163651 a 0101 ! 00227874 r 0101 | in a wary manner; ""the sailor watched the sky warily""  ",['อย่างระมัดระวัง'],['อย่าง/FX/O ระมัดระวัง/VV/O'],['อย่าง/FX/O|ระมัดระวัง/VV/O'],อย่าง/FX/O ระมัดระวัง/VV/O,TWN-adv-3626-Clean-Aug-2021,1533
00227874,unwarily,without heed or caution,00227874 02 r 01 unwarily 0 002 ! 00227750 r 0101 \ 00164255 a 0101 | without heed or caution  ,['อย่างไม่ระมัดระวัง'],['อย่าง/FX/O ไม่/NG/O ระมัดระวัง/VV/O'],['อย่าง/FX/O|ไม่/NG/O|ระมัดระวัง/VV/O'],อย่าง/FX/O ไม่/NG/O ระมัดระวัง/VV/O,TWN-adv-3626-Clean-Aug-2021,1534
00227970,bodily,"in bodily form; ""he was translated bodily to heaven""","00227970 02 r 01 bodily 0 001 \ 02677980 a 0101 | in bodily form; ""he was translated bodily to heaven""  ",['เกี่ยวกับร่างกาย'],['เกี่ยวกับ/VV/O ร่างกาย/NN/O'],['เกี่ยวกับ/VV/O|ร่างกาย/NN/O'],เกี่ยวกับ/VV/O ร่างกาย/NN/O,TWN-adv-3626-Clean-Aug-2021,1535
00228075,over|o'er,"throughout a period of time; ""stay over the weekend""","00228075 02 r 02 over 0 o'er 0 000 | throughout a period of time; ""stay over the weekend""  ","['ตลอดช่วงระยะเวลาหนึ่ง', 'ตลอด', 'ในช่วง']",['ตลอด/PS/O ช่วง/NN/O ระยะ/NN/O เวลา/NN/O หนึ่ง/NU/O|ตลอด/AV/B_ORG|ใน/PS/O ช่วง/NN/O'],"['ตลอด/PS/O|ช่วง/NN/O|ระยะ/NN/O|เวลา/NN/O|หนึ่ง/NU/O', 'ตลอด/AV/B_ORG', 'ใน/PS/O|ช่วง/NN/O']",ตลอด/PS/O ช่วง/NN/O ระยะ/NN/O เวลา/NN/O หนึ่ง/NU/O|ตลอด/AV/B_ORG|ใน/PS/O ช่วง/NN/O,TWN-adv-3626-Clean-Aug-2021,1536
00228167,over,"at or to a point across intervening space etc.; ""come over and see us some time""; ""over there""","00228167 02 r 01 over 1 000 | at or to a point across intervening space etc.; ""come over and see us some time""; ""over there""  ",['อีกครั้ง'],['อีก/AJ/O ครั้ง/CL/O'],['อีก/AJ/O|ครั้ง/CL/O'],อีก/AJ/O ครั้ง/CL/O,TWN-adv-3626-Clean-Aug-2021,1537
00228294,over,"throughout an area; ""he is known the world over""","00228294 02 r 01 over 2 000 | throughout an area; ""he is known the world over""  ",['ทั่วพื้นที่'],['ทั่ว/PS/O พื้นที่/NN/O'],['ทั่ว/PS/O|พื้นที่/NN/O'],ทั่ว/PS/O พื้นที่/NN/O,TWN-adv-3626-Clean-Aug-2021,1538
00228375,over,"beyond the top or upper surface or edge; forward from an upright position; ""a roof that hangs over""","00228375 02 r 01 over 4 000 | beyond the top or upper surface or edge; forward from an upright position; ""a roof that hangs over""  ",['เหนือ'],['เหนือ/PS/O'],['เหนือ/PS/O'],เหนือ/PS/O,TWN-adv-3626-Clean-Aug-2021,1539
00228507,editorially,"by means of an editorial; ""the paper commented editorially on the scandal""","00228507 02 r 01 editorially 0 001 \ 02727994 a 0101 | by means of an editorial; ""the paper commented editorially on the scandal""  ",['โดนบรรณาธิการ'],['โดน/VV/O บรรณาธิการ/NN/O'],['โดน/VV/O|บรรณาธิการ/NN/O'],โดน/VV/O บรรณาธิการ/NN/O,TWN-adv-3626-Clean-Aug-2021,1540
00228639,properly_speaking|strictly_speaking|to_be_precise,"in actual fact; ""properly speaking, they are not husband and wife""","00228639 02 r 03 properly_speaking 0 strictly_speaking 0 to_be_precise 0 000 | in actual fact; ""properly speaking, they are not husband and wife""  ","['อย่างถูกต้อง', 'อย่างเป็นความจริง']",['อย่าง/FX/O ถูกต้อง/VV/O|อย่าง/FX/O เป็น/VV/O ความ/FX/O จริง/VV/O'],"['อย่าง/FX/O|ถูกต้อง/VV/O', 'อย่าง/FX/O|เป็น/VV/O|ความ/FX/O|จริง/VV/O']",อย่าง/FX/O ถูกต้อง/VV/O|อย่าง/FX/O เป็น/VV/O ความ/FX/O จริง/VV/O,TWN-adv-3626-Clean-Aug-2021,1541
00228787,abnormally,"in an abnormal manner; ""they were behaving abnormally""; ""his blood pressure was abnormally low""","00228787 02 r 01 abnormally 0 001 \ 01600178 a 0101 | in an abnormal manner; ""they were behaving abnormally""; ""his blood pressure was abnormally low""  ",['อย่างผิดปกติ'],['อย่าง/FX/O ผิดปกติ/VV/O'],['อย่าง/FX/O|ผิดปกติ/VV/O'],อย่าง/FX/O ผิดปกติ/VV/O,TWN-adv-3626-Clean-Aug-2021,1542
